Year,Year_ending,Local_Government_Area,Location_Division,Location_Subdivision,Location_Group,Incidents_Recorded
2018,December,Mitchell,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,7
2018,December,Mitchell,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,6
2018,December,Mitchell,1 Residential,13 Grounds/surrounding land,1310 Farm Building,8
2018,December,Mitchell,1 Residential,13 Grounds/surrounding land,132 Backyard,49
2018,December,Mitchell,1 Residential,13 Grounds/surrounding land,133 Frontyard,113
2018,December,Mitchell,1 Residential,13 Grounds/surrounding land,134 Garage,25
2018,December,Mitchell,1 Residential,13 Grounds/surrounding land,135 Shed,38
2018,December,Mitchell,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,19
2018,December,Mitchell,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),16
2018,December,Mitchell,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,110
2018,December,Mitchell,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,1
2018,December,Mitchell,2 Community,21 Education,211 School,39
2018,December,Mitchell,2 Community,21 Education,212 School Grounds,26
2018,December,Mitchell,2 Community,21 Education,213 Other Educational,10
2018,December,Mitchell,2 Community,22 Health,221 Hospital,5
2018,December,Mitchell,2 Community,22 Health,222 Medical Centre,3
2018,December,Mitchell,2 Community,22 Health,223 Dental,1
2018,December,Mitchell,2 Community,22 Health,224 Other Health,3
2018,December,Mitchell,2 Community,23 Religious,231 Church,4
2018,December,Mitchell,2 Community,23 Religious,232 Other religious,2
2018,December,Mitchell,2 Community,24 Public Transport,241 Train,1
2018,December,Mitchell,2 Community,24 Public Transport,242 Train Station,45
2018,December,Mitchell,2 Community,24 Public Transport,243 Railway Carpark,12
2018,December,Mitchell,2 Community,24 Public Transport,245 Bus/Bus Stop,5
2018,December,Mitchell,2 Community,24 Public Transport,246 Depot/Terminal,2
2018,December,Mitchell,2 Community,25 Other Transport,251 Private Car,7
2018,December,Mitchell,2 Community,25 Other Transport,255 Carpark (Single Level),41
2018,December,Mitchell,2 Community,25 Other Transport,256 Carpark (Multi Level),1
2018,December,Mitchell,2 Community,25 Other Transport,257 Other Transport Type/Area,22
2018,December,Mitchell,2 Community,26 Justice,261 Police Station,41
2018,December,Mitchell,2 Community,26 Justice,262 Court,44
2018,December,Mitchell,2 Community,27 Open Space,271 Parkland/Reserve,59
2018,December,Mitchell,2 Community,27 Open Space,272 Rural,10
2018,December,Mitchell,2 Community,27 Open Space,273 Vacant Block,2
2018,December,Mitchell,2 Community,27 Open Space,275 Other Open Space,9
2018,December,Mitchell,2 Community,28 Street/footpath,281 Street/Lane/Footpath,487
2018,December,Mitchell,2 Community,29 Other community location,291 Cemetery,2
2018,December,Mitchell,2 Community,29 Other community location,292 Civic Centre,4
2018,December,Mitchell,2 Community,29 Other community location,294 Car Wash,7
2018,December,Mitchell,3 Other,31 Admin/professional,311 Business Office,10
2018,December,Mitchell,3 Other,31 Admin/professional,312 Other Admin/Professional,2
2018,December,Mitchell,3 Other,32 Financial,321 Bank,7
2018,December,Mitchell,3 Other,32 Financial,322 Credit Society,1
2018,December,Mitchell,3 Other,32 Financial,323 ATM/Eftpos,5
2018,December,Mitchell,3 Other,33 Retail,331 Chemist/Pharmacy,1
2018,December,Mitchell,3 Other,33 Retail,3310 24Hr Convenience,9
2018,December,Mitchell,3 Other,33 Retail,3311 Restaurant/Fastfood,25
2018,December,Mitchell,3 Other,33 Retail,3312 Other Retail,75
2018,December,Mitchell,3 Other,33 Retail,332 Service Station,100
2018,December,Mitchell,3 Other,33 Retail,333 Jeweller,1
2018,December,Mitchell,3 Other,33 Retail,335 Supermarket,53
2018,December,Mitchell,3 Other,33 Retail,336 Department Store,10
2018,December,Mitchell,3 Other,33 Retail,337 Shopping Complex,18
2018,December,Mitchell,3 Other,33 Retail,338 Car Sales Yard,4
2018,December,Mitchell,3 Other,33 Retail,339 Milkbar,2
2018,December,Mitchell,3 Other,34 Wholesale,341 Any Wholesale,1
2018,December,Mitchell,3 Other,35 Warehousing/storage,351 Warehousing/Storage,7
2018,December,Mitchell,3 Other,36 Manufacturing,361 Factory,9
2018,December,Mitchell,3 Other,36 Manufacturing,362 Any Manufacturing,1
2018,December,Mitchell,3 Other,37 Agricultural,371 Farmland/Agricultural,17
2018,December,Mitchell,3 Other,37 Agricultural,373 Other Agricultural,6
2018,December,Mitchell,3 Other,38 Recreational,381 Licensed Premises,34
2018,December,Mitchell,3 Other,38 Recreational,384 Sport Area/Facility,21
2018,December,Mitchell,3 Other,38 Recreational,385 Gaming Venue,6
2018,December,Mitchell,3 Other,38 Recreational,386 Other Rec./Sports,10
2018,December,Mitchell,3 Other,39 Other location,392 Other Location (Not Elsewhere),43
2018,December,Mitchell,3 Other,39 Other location,393 Construction Site,16
2018,December,Moira,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,46
2018,December,Moira,1 Residential,11 Dwelling - private,112 House,422
2018,December,Moira,1 Residential,11 Dwelling - private,113 Bungalow,5
2018,December,Moira,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,17
2018,December,Moira,1 Residential,11 Dwelling - private,116 Ministry Of Housing,7
2018,December,Moira,1 Residential,11 Dwelling - private,117 Farm House,27
2018,December,Moira,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2018,December,Moira,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2018,December,Moira,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2018,December,Moira,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,6
2018,December,Moira,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,4
2018,December,Moira,1 Residential,13 Grounds/surrounding land,1310 Farm Building,16
2018,December,Moira,1 Residential,13 Grounds/surrounding land,132 Backyard,34
2018,December,Moira,1 Residential,13 Grounds/surrounding land,133 Frontyard,62
2018,December,Moira,1 Residential,13 Grounds/surrounding land,134 Garage,18
2018,December,Moira,1 Residential,13 Grounds/surrounding land,135 Shed,33
2018,December,Moira,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,3
2018,December,Moira,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),5
2018,December,Moira,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,40
2018,December,Moira,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,3
2018,December,Moira,2 Community,21 Education,211 School,21
2018,December,Moira,2 Community,21 Education,212 School Grounds,12
2018,December,Moira,2 Community,21 Education,213 Other Educational,5
2018,December,Moira,2 Community,22 Health,221 Hospital,8
2018,December,Moira,2 Community,22 Health,222 Medical Centre,1
2018,December,Moira,2 Community,22 Health,224 Other Health,2
2018,December,Moira,2 Community,23 Religious,231 Church,5
2018,December,Moira,2 Community,23 Religious,232 Other religious,2
2018,December,Moira,2 Community,24 Public Transport,243 Railway Carpark,1
2018,December,Moira,2 Community,25 Other Transport,251 Private Car,3
2018,December,Moira,2 Community,25 Other Transport,253 Boat,2
2018,December,Moira,2 Community,25 Other Transport,255 Carpark (Single Level),17
2018,December,Moira,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2018,December,Moira,2 Community,26 Justice,261 Police Station,5
2018,December,Moira,2 Community,26 Justice,262 Court,27
2018,December,Moira,2 Community,27 Open Space,271 Parkland/Reserve,27
2018,December,Moira,2 Community,27 Open Space,272 Rural,4
2018,December,Moira,2 Community,27 Open Space,273 Vacant Block,2
2018,December,Moira,2 Community,27 Open Space,274 Beach Foreshore,7
2018,December,Moira,2 Community,27 Open Space,275 Other Open Space,10
2018,December,Moira,2 Community,27 Open Space,276 Beach Car Park,2
2018,December,Moira,2 Community,28 Street/footpath,281 Street/Lane/Footpath,217
2018,December,Moira,2 Community,29 Other community location,292 Civic Centre,1
2018,December,Moira,2 Community,29 Other community location,293 Gallery,2
2018,December,Moira,2 Community,29 Other community location,294 Car Wash,1
2018,December,Moira,3 Other,31 Admin/professional,311 Business Office,22
2018,December,Moira,3 Other,31 Admin/professional,312 Other Admin/Professional,8
2018,December,Moira,3 Other,32 Financial,321 Bank,3
2018,December,Moira,3 Other,33 Retail,331 Chemist/Pharmacy,8
2018,December,Moira,3 Other,33 Retail,3310 24Hr Convenience,1
2018,December,Moira,3 Other,33 Retail,3311 Restaurant/Fastfood,14
2018,December,Moira,3 Other,33 Retail,3312 Other Retail,75
2018,December,Moira,3 Other,33 Retail,332 Service Station,26
2018,December,Moira,3 Other,33 Retail,333 Jeweller,2
2018,December,Moira,3 Other,33 Retail,335 Supermarket,46
2018,December,Moira,3 Other,33 Retail,336 Department Store,6
2018,December,Moira,3 Other,33 Retail,337 Shopping Complex,6
2018,December,Moira,3 Other,33 Retail,338 Car Sales Yard,2
2018,December,Moira,3 Other,33 Retail,339 Milkbar,3
2018,December,Moira,3 Other,34 Wholesale,341 Any Wholesale,1
2018,December,Moira,3 Other,35 Warehousing/storage,351 Warehousing/Storage,8
2018,December,Moira,3 Other,36 Manufacturing,361 Factory,9
2018,December,Moira,3 Other,36 Manufacturing,362 Any Manufacturing,5
2018,December,Moira,3 Other,37 Agricultural,371 Farmland/Agricultural,38
2018,December,Moira,3 Other,37 Agricultural,372 Orchard,5
2018,December,Moira,3 Other,37 Agricultural,373 Other Agricultural,13
2018,December,Moira,3 Other,38 Recreational,381 Licensed Premises,23
2018,December,Moira,3 Other,38 Recreational,384 Sport Area/Facility,17
2018,December,Moira,3 Other,38 Recreational,385 Gaming Venue,2
2018,December,Moira,3 Other,38 Recreational,386 Other Rec./Sports,8
2018,December,Moira,3 Other,39 Other location,392 Other Location (Not Elsewhere),24
2018,December,Moira,3 Other,39 Other location,393 Construction Site,2
2018,December,Moira,3 Other,39 Other location,394 Veterinary Clinic,1
2018,December,Monash,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,419
2018,December,Monash,1 Residential,11 Dwelling - private,112 House,"2,102"
2018,December,Monash,1 Residential,11 Dwelling - private,113 Bungalow,4
2018,December,Monash,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,1
2018,December,Monash,1 Residential,11 Dwelling - private,115 Houseboat,1
2018,December,Monash,1 Residential,11 Dwelling - private,116 Ministry Of Housing,30
2018,December,Monash,1 Residential,12 Dwelling  - non-private,121 Boarding House,12
2018,December,Monash,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2018,December,Monash,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2018,December,Monash,1 Residential,12 Dwelling  - non-private,124 Nursing Home,14
2018,December,Monash,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,25
2018,December,Monash,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,5
2018,December,Monash,1 Residential,13 Grounds/surrounding land,132 Backyard,28
2018,December,Monash,1 Residential,13 Grounds/surrounding land,133 Frontyard,122
2018,December,Monash,1 Residential,13 Grounds/surrounding land,134 Garage,83
2018,December,Monash,1 Residential,13 Grounds/surrounding land,135 Shed,10
2018,December,Monash,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,29
2018,December,Monash,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),21
2018,December,Monash,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,415
2018,December,Monash,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,49
2018,December,Monash,2 Community,21 Education,211 School,81
2018,December,Monash,2 Community,21 Education,212 School Grounds,36
2018,December,Monash,2 Community,21 Education,213 Other Educational,60
2018,December,Monash,2 Community,22 Health,221 Hospital,45
2018,December,Monash,2 Community,22 Health,222 Medical Centre,17
2018,December,Monash,2 Community,22 Health,223 Dental,6
2018,December,Monash,2 Community,22 Health,224 Other Health,21
2018,December,Monash,2 Community,23 Religious,231 Church,13
2018,December,Monash,2 Community,23 Religious,232 Other religious,1
2018,December,Monash,2 Community,24 Public Transport,241 Train,6
2018,December,Monash,2 Community,24 Public Transport,242 Train Station,143
2018,December,Monash,2 Community,24 Public Transport,243 Railway Carpark,72
2018,December,Monash,2 Community,24 Public Transport,245 Bus/Bus Stop,32
2018,December,Monash,2 Community,24 Public Transport,246 Depot/Terminal,1
2018,December,Monash,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2018,December,Monash,2 Community,24 Public Transport,249 Taxi,5
2018,December,Monash,2 Community,25 Other Transport,251 Private Car,15
2018,December,Monash,2 Community,25 Other Transport,255 Carpark (Single Level),269
2018,December,Monash,2 Community,25 Other Transport,256 Carpark (Multi Level),63
2018,December,Monash,2 Community,25 Other Transport,257 Other Transport Type/Area,9
2018,December,Monash,2 Community,26 Justice,261 Police Station,62
2018,December,Monash,2 Community,26 Justice,262 Court,3
2018,December,Monash,2 Community,27 Open Space,271 Parkland/Reserve,61
2018,December,Monash,2 Community,27 Open Space,273 Vacant Block,2
2018,December,Monash,2 Community,27 Open Space,275 Other Open Space,11
2018,December,Monash,2 Community,27 Open Space,276 Beach Car Park,1
2018,December,Monash,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,492"
2018,December,Monash,2 Community,29 Other community location,292 Civic Centre,11
2018,December,Monash,2 Community,29 Other community location,293 Gallery,3
2018,December,Monash,2 Community,29 Other community location,294 Car Wash,4
2018,December,Monash,3 Other,31 Admin/professional,311 Business Office,140
2018,December,Monash,3 Other,31 Admin/professional,312 Other Admin/Professional,35
2018,December,Monash,3 Other,32 Financial,321 Bank,26
2018,December,Monash,3 Other,32 Financial,323 ATM/Eftpos,14
2018,December,Monash,3 Other,32 Financial,324 Other Financial,2
2018,December,Monash,3 Other,33 Retail,331 Chemist/Pharmacy,21
2018,December,Monash,3 Other,33 Retail,3310 24Hr Convenience,41
2018,December,Monash,3 Other,33 Retail,3311 Restaurant/Fastfood,136
2018,December,Monash,3 Other,33 Retail,3312 Other Retail,339
2018,December,Monash,3 Other,33 Retail,332 Service Station,345
2018,December,Monash,3 Other,33 Retail,333 Jeweller,2
2018,December,Monash,3 Other,33 Retail,334 2nd Hand Dealer,2
2018,December,Monash,3 Other,33 Retail,335 Supermarket,159
2018,December,Monash,3 Other,33 Retail,336 Department Store,46
2018,December,Monash,3 Other,33 Retail,337 Shopping Complex,276
2018,December,Monash,3 Other,33 Retail,338 Car Sales Yard,33
2018,December,Monash,3 Other,33 Retail,339 Milkbar,25
2018,December,Monash,3 Other,34 Wholesale,341 Any Wholesale,6
2018,December,Monash,3 Other,35 Warehousing/storage,351 Warehousing/Storage,56
2018,December,Monash,3 Other,36 Manufacturing,361 Factory,83
2018,December,Monash,3 Other,36 Manufacturing,362 Any Manufacturing,10
2018,December,Monash,3 Other,37 Agricultural,373 Other Agricultural,1
2018,December,Monash,3 Other,38 Recreational,381 Licensed Premises,107
2018,December,Monash,3 Other,38 Recreational,382 Tab,1
2018,December,Monash,3 Other,38 Recreational,383 Cinema,3
2018,December,Monash,3 Other,38 Recreational,384 Sport Area/Facility,36
2018,December,Monash,3 Other,38 Recreational,385 Gaming Venue,21
2018,December,Monash,3 Other,38 Recreational,386 Other Rec./Sports,40
2018,December,Monash,3 Other,39 Other location,391 Massage Parlour/Brothel,3
2018,December,Monash,3 Other,39 Other location,392 Other Location (Not Elsewhere),69
2018,December,Monash,3 Other,39 Other location,393 Construction Site,38
2018,December,Monash,3 Other,39 Other location,394 Veterinary Clinic,2
2018,December,Moonee Valley,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,526
2018,December,Moonee Valley,1 Residential,11 Dwelling - private,112 House,"1,137"
2018,December,Moonee Valley,1 Residential,11 Dwelling - private,113 Bungalow,7
2018,December,Moonee Valley,1 Residential,11 Dwelling - private,116 Ministry Of Housing,108
2018,December,Moonee Valley,1 Residential,11 Dwelling - private,117 Farm House,1
2018,December,Moonee Valley,1 Residential,12 Dwelling  - non-private,121 Boarding House,6
2018,December,Moonee Valley,1 Residential,12 Dwelling  - non-private,124 Nursing Home,4
2018,December,Moonee Valley,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,21
2018,December,Moonee Valley,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,7
2018,December,Moonee Valley,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2018,December,Moonee Valley,1 Residential,13 Grounds/surrounding land,132 Backyard,22
2018,December,Moonee Valley,1 Residential,13 Grounds/surrounding land,133 Frontyard,102
2018,December,Moonee Valley,1 Residential,13 Grounds/surrounding land,134 Garage,49
2018,December,Moonee Valley,1 Residential,13 Grounds/surrounding land,135 Shed,16
2018,December,Moonee Valley,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,52
2018,December,Moonee Valley,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),15
2018,December,Moonee Valley,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,217
2018,December,Moonee Valley,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,183
2018,December,Moonee Valley,2 Community,21 Education,211 School,40
2018,December,Moonee Valley,2 Community,21 Education,212 School Grounds,18
2018,December,Moonee Valley,2 Community,21 Education,213 Other Educational,10
2018,December,Moonee Valley,2 Community,22 Health,221 Hospital,1
2018,December,Moonee Valley,2 Community,22 Health,222 Medical Centre,12
2018,December,Moonee Valley,2 Community,22 Health,223 Dental,1
2018,December,Moonee Valley,2 Community,22 Health,224 Other Health,21
2018,December,Moonee Valley,2 Community,23 Religious,231 Church,5
2018,December,Moonee Valley,2 Community,23 Religious,232 Other religious,1
2018,December,Moonee Valley,2 Community,24 Public Transport,241 Train,6
2018,December,Moonee Valley,2 Community,24 Public Transport,242 Train Station,121
2018,December,Moonee Valley,2 Community,24 Public Transport,243 Railway Carpark,23
2018,December,Moonee Valley,2 Community,24 Public Transport,244 Tram/Tram Stop,25
2018,December,Moonee Valley,2 Community,24 Public Transport,245 Bus/Bus Stop,19
2018,December,Moonee Valley,2 Community,24 Public Transport,246 Depot/Terminal,1
2018,December,Moonee Valley,2 Community,24 Public Transport,249 Taxi,7
2018,December,Moonee Valley,2 Community,25 Other Transport,251 Private Car,14
2018,December,Moonee Valley,2 Community,25 Other Transport,252 Airfield,2
2018,December,Moonee Valley,2 Community,25 Other Transport,255 Carpark (Single Level),231
2018,December,Moonee Valley,2 Community,25 Other Transport,256 Carpark (Multi Level),32
2018,December,Moonee Valley,2 Community,25 Other Transport,257 Other Transport Type/Area,10
2018,December,Moonee Valley,2 Community,26 Justice,261 Police Station,55
2018,December,Moonee Valley,2 Community,26 Justice,265 Other Justice Facility,4
2018,December,Moonee Valley,2 Community,27 Open Space,271 Parkland/Reserve,49
2018,December,Moonee Valley,2 Community,27 Open Space,272 Rural,1
2018,December,Moonee Valley,2 Community,27 Open Space,273 Vacant Block,6
2018,December,Moonee Valley,2 Community,27 Open Space,275 Other Open Space,6
2018,December,Moonee Valley,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,588"
2018,December,Moonee Valley,2 Community,29 Other community location,292 Civic Centre,5
2018,December,Moonee Valley,2 Community,29 Other community location,294 Car Wash,9
2018,December,Moonee Valley,3 Other,31 Admin/professional,311 Business Office,45
2018,December,Moonee Valley,3 Other,31 Admin/professional,312 Other Admin/Professional,19
2018,December,Moonee Valley,3 Other,32 Financial,321 Bank,21
2018,December,Moonee Valley,3 Other,32 Financial,323 ATM/Eftpos,9
2018,December,Moonee Valley,3 Other,32 Financial,324 Other Financial,2
2018,December,Moonee Valley,3 Other,33 Retail,331 Chemist/Pharmacy,61
2018,December,Moonee Valley,3 Other,33 Retail,3310 24Hr Convenience,25
2018,December,Moonee Valley,3 Other,33 Retail,3311 Restaurant/Fastfood,115
2018,December,Moonee Valley,3 Other,33 Retail,3312 Other Retail,322
2018,December,Moonee Valley,3 Other,33 Retail,332 Service Station,220
2018,December,Moonee Valley,3 Other,33 Retail,333 Jeweller,4
2018,December,Moonee Valley,3 Other,33 Retail,334 2nd Hand Dealer,7
2018,December,Moonee Valley,3 Other,33 Retail,335 Supermarket,164
2018,December,Moonee Valley,3 Other,33 Retail,336 Department Store,55
2018,December,Moonee Valley,3 Other,33 Retail,337 Shopping Complex,310
2018,December,Moonee Valley,3 Other,33 Retail,338 Car Sales Yard,18
2018,December,Moonee Valley,3 Other,33 Retail,339 Milkbar,11
2018,December,Moonee Valley,3 Other,34 Wholesale,341 Any Wholesale,3
2018,December,Moonee Valley,3 Other,35 Warehousing/storage,351 Warehousing/Storage,14
2018,December,Moonee Valley,3 Other,36 Manufacturing,361 Factory,24
2018,December,Moonee Valley,3 Other,36 Manufacturing,362 Any Manufacturing,1
2018,December,Moonee Valley,3 Other,37 Agricultural,373 Other Agricultural,1
2018,December,Moonee Valley,3 Other,38 Recreational,381 Licensed Premises,95
2018,December,Moonee Valley,3 Other,38 Recreational,382 Tab,3
2018,December,Moonee Valley,3 Other,38 Recreational,383 Cinema,1
2018,December,Moonee Valley,3 Other,38 Recreational,384 Sport Area/Facility,37
2018,December,Moonee Valley,3 Other,38 Recreational,385 Gaming Venue,26
2018,December,Moonee Valley,3 Other,38 Recreational,386 Other Rec./Sports,34
2018,December,Moonee Valley,3 Other,39 Other location,392 Other Location (Not Elsewhere),36
2018,December,Moonee Valley,3 Other,39 Other location,393 Construction Site,35
2018,December,Moonee Valley,3 Other,39 Other location,394 Veterinary Clinic,2
2018,December,Moorabool,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,40
2018,December,Moorabool,1 Residential,11 Dwelling - private,112 House,531
2018,December,Moorabool,1 Residential,11 Dwelling - private,113 Bungalow,2
2018,December,Moorabool,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,2
2018,December,Moorabool,1 Residential,11 Dwelling - private,116 Ministry Of Housing,7
2018,December,Moorabool,1 Residential,11 Dwelling - private,117 Farm House,17
2018,December,Moorabool,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2018,December,Moorabool,1 Residential,12 Dwelling  - non-private,124 Nursing Home,6
2018,December,Moorabool,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,1
2018,December,Moorabool,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,5
2018,December,Moorabool,1 Residential,13 Grounds/surrounding land,1310 Farm Building,10
2018,December,Moorabool,1 Residential,13 Grounds/surrounding land,132 Backyard,44
2018,December,Moorabool,1 Residential,13 Grounds/surrounding land,133 Frontyard,73
2018,December,Moorabool,1 Residential,13 Grounds/surrounding land,134 Garage,18
2018,December,Moorabool,1 Residential,13 Grounds/surrounding land,135 Shed,28
2018,December,Moorabool,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,27
2018,December,Moorabool,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),5
2018,December,Moorabool,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,65
2018,December,Moorabool,2 Community,21 Education,211 School,6
2018,December,Moorabool,2 Community,21 Education,212 School Grounds,3
2018,December,Moorabool,2 Community,21 Education,213 Other Educational,4
2018,December,Moorabool,2 Community,22 Health,221 Hospital,2
2018,December,Moorabool,2 Community,22 Health,224 Other Health,2
2018,December,Moorabool,2 Community,23 Religious,231 Church,3
2018,December,Moorabool,2 Community,24 Public Transport,241 Train,4
2018,December,Moorabool,2 Community,24 Public Transport,242 Train Station,39
2018,December,Moorabool,2 Community,24 Public Transport,243 Railway Carpark,13
2018,December,Moorabool,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2018,December,Moorabool,2 Community,25 Other Transport,251 Private Car,1
2018,December,Moorabool,2 Community,25 Other Transport,255 Carpark (Single Level),18
2018,December,Moorabool,2 Community,25 Other Transport,256 Carpark (Multi Level),4
2018,December,Moorabool,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2018,December,Moorabool,2 Community,26 Justice,261 Police Station,13
2018,December,Moorabool,2 Community,26 Justice,262 Court,20
2018,December,Moorabool,2 Community,27 Open Space,271 Parkland/Reserve,35
2018,December,Moorabool,2 Community,27 Open Space,272 Rural,9
2018,December,Moorabool,2 Community,27 Open Space,273 Vacant Block,2
2018,December,Moorabool,2 Community,27 Open Space,275 Other Open Space,7
2018,December,Moorabool,2 Community,28 Street/footpath,281 Street/Lane/Footpath,286
2018,December,Moorabool,2 Community,29 Other community location,291 Cemetery,1
2018,December,Moorabool,3 Other,31 Admin/professional,311 Business Office,10
2018,December,Moorabool,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2018,December,Moorabool,3 Other,32 Financial,321 Bank,1
2018,December,Moorabool,3 Other,33 Retail,331 Chemist/Pharmacy,1
2018,December,Moorabool,3 Other,33 Retail,3310 24Hr Convenience,1
2018,December,Moorabool,3 Other,33 Retail,3311 Restaurant/Fastfood,22
2018,December,Moorabool,3 Other,33 Retail,3312 Other Retail,24
2018,December,Moorabool,3 Other,33 Retail,332 Service Station,114
2018,December,Moorabool,3 Other,33 Retail,335 Supermarket,19
2018,December,Moorabool,3 Other,33 Retail,337 Shopping Complex,17
2018,December,Moorabool,3 Other,33 Retail,338 Car Sales Yard,1
2018,December,Moorabool,3 Other,33 Retail,339 Milkbar,4
2018,December,Moorabool,3 Other,35 Warehousing/storage,351 Warehousing/Storage,6
2018,December,Moorabool,3 Other,36 Manufacturing,361 Factory,6
2018,December,Moorabool,3 Other,36 Manufacturing,362 Any Manufacturing,2
2018,December,Moorabool,3 Other,37 Agricultural,371 Farmland/Agricultural,28
2018,December,Moorabool,3 Other,37 Agricultural,373 Other Agricultural,9
2018,December,Moorabool,3 Other,38 Recreational,381 Licensed Premises,9
2018,December,Moorabool,3 Other,38 Recreational,384 Sport Area/Facility,7
2018,December,Moorabool,3 Other,38 Recreational,385 Gaming Venue,3
2018,December,Moorabool,3 Other,38 Recreational,386 Other Rec./Sports,5
2018,December,Moorabool,3 Other,39 Other location,392 Other Location (Not Elsewhere),39
2018,December,Moorabool,3 Other,39 Other location,393 Construction Site,19
2018,December,Moorabool,3 Other,39 Other location,394 Veterinary Clinic,1
2018,December,Moreland,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,941
2018,December,Moreland,1 Residential,11 Dwelling - private,112 House,"2,680"
2018,December,Moreland,1 Residential,11 Dwelling - private,113 Bungalow,23
2018,December,Moreland,1 Residential,11 Dwelling - private,116 Ministry Of Housing,42
2018,December,Moreland,1 Residential,12 Dwelling  - non-private,121 Boarding House,18
2018,December,Moreland,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2018,December,Moreland,1 Residential,12 Dwelling  - non-private,123 Guest House,3
2018,December,Moreland,1 Residential,12 Dwelling  - non-private,124 Nursing Home,18
2018,December,Moreland,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,76
2018,December,Moreland,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,71
2018,December,Moreland,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2018,December,Moreland,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2018,December,Moreland,1 Residential,13 Grounds/surrounding land,132 Backyard,52
2018,December,Moreland,1 Residential,13 Grounds/surrounding land,133 Frontyard,193
2018,December,Moreland,1 Residential,13 Grounds/surrounding land,134 Garage,98
2018,December,Moreland,1 Residential,13 Grounds/surrounding land,135 Shed,25
2018,December,Moreland,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,39
2018,December,Moreland,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),53
2018,December,Moreland,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,490
2018,December,Moreland,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,329
2018,December,Moreland,2 Community,21 Education,211 School,48
2018,December,Moreland,2 Community,21 Education,212 School Grounds,22
2018,December,Moreland,2 Community,21 Education,213 Other Educational,30
2018,December,Moreland,2 Community,22 Health,221 Hospital,8
2018,December,Moreland,2 Community,22 Health,222 Medical Centre,18
2018,December,Moreland,2 Community,22 Health,223 Dental,7
2018,December,Moreland,2 Community,22 Health,224 Other Health,26
