Year,Year_ending,Local_Government_Area,Location_Division,Location_Subdivision,Location_Group,Incidents_Recorded
2012,December,Moyne,2 Community,27 Open Space,272 Rural,5
2012,December,Moyne,2 Community,27 Open Space,274 Beach Foreshore,1
2012,December,Moyne,2 Community,27 Open Space,275 Other Open Space,7
2012,December,Moyne,2 Community,27 Open Space,276 Beach Car Park,3
2012,December,Moyne,2 Community,28 Street/footpath,281 Street/Lane/Footpath,79
2012,December,Moyne,2 Community,29 Other community location,292 Civic Centre,4
2012,December,Moyne,3 Other,31 Admin/professional,311 Business Office,3
2012,December,Moyne,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2012,December,Moyne,3 Other,33 Retail,331 Chemist/Pharmacy,1
2012,December,Moyne,3 Other,33 Retail,3311 Restaurant/Fastfood,3
2012,December,Moyne,3 Other,33 Retail,3312 Other Retail,9
2012,December,Moyne,3 Other,33 Retail,332 Service Station,4
2012,December,Moyne,3 Other,33 Retail,334 2nd Hand Dealer,1
2012,December,Moyne,3 Other,33 Retail,335 Supermarket,5
2012,December,Moyne,3 Other,33 Retail,336 Department Store,1
2012,December,Moyne,3 Other,33 Retail,339 Milkbar,4
2012,December,Moyne,3 Other,36 Manufacturing,361 Factory,2
2012,December,Moyne,3 Other,37 Agricultural,371 Farmland/Agricultural,32
2012,December,Moyne,3 Other,37 Agricultural,373 Other Agricultural,7
2012,December,Moyne,3 Other,38 Recreational,381 Licensed Premises,3
2012,December,Moyne,3 Other,38 Recreational,384 Sport Area/Facility,5
2012,December,Moyne,3 Other,38 Recreational,386 Other Rec./Sports,8
2012,December,Moyne,3 Other,39 Other location,392 Other Location (Not Elsewhere),14
2012,December,Moyne,3 Other,39 Other location,393 Construction Site,3
2012,December,Murrindindi,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,8
2012,December,Murrindindi,1 Residential,11 Dwelling - private,112 House,82
2012,December,Murrindindi,1 Residential,11 Dwelling - private,113 Bungalow,1
2012,December,Murrindindi,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,11
2012,December,Murrindindi,1 Residential,11 Dwelling - private,115 Houseboat,1
2012,December,Murrindindi,1 Residential,11 Dwelling - private,116 Ministry Of Housing,1
2012,December,Murrindindi,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2012,December,Murrindindi,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,17
2012,December,Murrindindi,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2012,December,Murrindindi,1 Residential,13 Grounds/surrounding land,132 Backyard,7
2012,December,Murrindindi,1 Residential,13 Grounds/surrounding land,133 Frontyard,13
2012,December,Murrindindi,1 Residential,13 Grounds/surrounding land,134 Garage,1
2012,December,Murrindindi,1 Residential,13 Grounds/surrounding land,135 Shed,18
2012,December,Murrindindi,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,2
2012,December,Murrindindi,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),6
2012,December,Murrindindi,2 Community,21 Education,211 School,5
2012,December,Murrindindi,2 Community,22 Health,222 Medical Centre,1
2012,December,Murrindindi,2 Community,23 Religious,231 Church,2
2012,December,Murrindindi,2 Community,24 Public Transport,245 Bus/Bus Stop,2
2012,December,Murrindindi,2 Community,25 Other Transport,251 Private Car,4
2012,December,Murrindindi,2 Community,25 Other Transport,254 Dock/Wharf,3
2012,December,Murrindindi,2 Community,25 Other Transport,255 Carpark (Single Level),5
2012,December,Murrindindi,2 Community,26 Justice,261 Police Station,4
2012,December,Murrindindi,2 Community,27 Open Space,271 Parkland/Reserve,24
2012,December,Murrindindi,2 Community,27 Open Space,272 Rural,4
2012,December,Murrindindi,2 Community,27 Open Space,273 Vacant Block,2
2012,December,Murrindindi,2 Community,27 Open Space,275 Other Open Space,4
2012,December,Murrindindi,2 Community,28 Street/footpath,281 Street/Lane/Footpath,96
2012,December,Murrindindi,2 Community,29 Other community location,292 Civic Centre,3
2012,December,Murrindindi,3 Other,31 Admin/professional,311 Business Office,1
2012,December,Murrindindi,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2012,December,Murrindindi,3 Other,33 Retail,3311 Restaurant/Fastfood,1
2012,December,Murrindindi,3 Other,33 Retail,3312 Other Retail,13
2012,December,Murrindindi,3 Other,33 Retail,332 Service Station,3
2012,December,Murrindindi,3 Other,33 Retail,335 Supermarket,8
2012,December,Murrindindi,3 Other,35 Warehousing/storage,351 Warehousing/Storage,1
2012,December,Murrindindi,3 Other,36 Manufacturing,361 Factory,2
2012,December,Murrindindi,3 Other,37 Agricultural,371 Farmland/Agricultural,10
2012,December,Murrindindi,3 Other,37 Agricultural,373 Other Agricultural,2
2012,December,Murrindindi,3 Other,38 Recreational,381 Licensed Premises,14
2012,December,Murrindindi,3 Other,38 Recreational,384 Sport Area/Facility,5
2012,December,Murrindindi,3 Other,38 Recreational,386 Other Rec./Sports,6
2012,December,Murrindindi,3 Other,39 Other location,392 Other Location (Not Elsewhere),18
2012,December,Murrindindi,3 Other,39 Other location,393 Construction Site,1
2012,December,Nillumbik,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,22
2012,December,Nillumbik,1 Residential,11 Dwelling - private,112 House,331
2012,December,Nillumbik,1 Residential,11 Dwelling - private,113 Bungalow,4
2012,December,Nillumbik,1 Residential,11 Dwelling - private,116 Ministry Of Housing,2
2012,December,Nillumbik,1 Residential,12 Dwelling  - non-private,121 Boarding House,4
2012,December,Nillumbik,1 Residential,12 Dwelling  - non-private,124 Nursing Home,4
2012,December,Nillumbik,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,5
2012,December,Nillumbik,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,2
2012,December,Nillumbik,1 Residential,13 Grounds/surrounding land,132 Backyard,16
