Year,Year_ending,Local_Government_Area,Charge_Status,Incidents_Recorded
2013,December,Melton,No charges laid,646
2013,December,Melton,Unsolved,"4,068"
2013,December,Mildura,Charges laid,"1,627"
2013,December,Mildura,No charges laid,949
2013,December,Mildura,Unsolved,"1,959"
2013,December,Mitchell,Charges laid,791
2013,December,Mitchell,No charges laid,372
2013,December,Mitchell,Unsolved,828
2013,December,Moira,Charges laid,435
2013,December,Moira,No charges laid,249
2013,December,Moira,Unsolved,493
2013,December,Monash,Charges laid,"1,829"
2013,December,Monash,No charges laid,813
2013,December,Monash,Unsolved,"4,183"
2013,December,Moonee Valley,Charges laid,"1,803"
2013,December,Moonee Valley,No charges laid,963
2013,December,Moonee Valley,Unsolved,"3,482"
2013,December,Moorabool,Charges laid,445
2013,December,Moorabool,No charges laid,211
2013,December,Moorabool,Unsolved,846
2013,December,Moreland,Charges laid,"2,519"
2013,December,Moreland,No charges laid,"1,115"
2013,December,Moreland,Unsolved,"5,609"
2013,December,Mornington Peninsula,Charges laid,"2,303"
2013,December,Mornington Peninsula,No charges laid,"1,363"
2013,December,Mornington Peninsula,Unsolved,"3,852"
2013,December,Mount Alexander,Charges laid,267
2013,December,Mount Alexander,No charges laid,111
2013,December,Mount Alexander,Unsolved,246
2013,December,Moyne,Charges laid,164
2013,December,Moyne,No charges laid,69
2013,December,Moyne,Unsolved,202
2013,December,Murrindindi,Charges laid,192
2013,December,Murrindindi,No charges laid,109
2013,December,Murrindindi,Unsolved,234
2013,December,Nillumbik,Charges laid,475
2013,December,Nillumbik,No charges laid,225
2013,December,Nillumbik,Unsolved,900
2013,December,Northern Grampians,Charges laid,318
2013,December,Northern Grampians,No charges laid,155
2013,December,Northern Grampians,Unsolved,210
2013,December,Port Phillip,Charges laid,"2,398"
2013,December,Port Phillip,No charges laid,"1,739"
2013,December,Port Phillip,Unsolved,"4,642"
2013,December,Pyrenees,Charges laid,69
2013,December,Pyrenees,No charges laid,40
2013,December,Pyrenees,Unsolved,207
2013,December,Queenscliffe,Charges laid,8
2013,December,Queenscliffe,No charges laid,7
2013,December,Queenscliffe,Unsolved,58
2013,December,South Gippsland,Charges laid,342
2013,December,South Gippsland,No charges laid,160
2013,December,South Gippsland,Unsolved,393
2013,December,Southern Grampians,Charges laid,330
2013,December,Southern Grampians,No charges laid,238
2013,December,Southern Grampians,Unsolved,315
2013,December,Stonnington,Charges laid,"2,195"
2013,December,Stonnington,No charges laid,"1,398"
2013,December,Stonnington,Unsolved,"3,850"
2013,December,Strathbogie,Charges laid,143
2013,December,Strathbogie,No charges laid,80
2013,December,Strathbogie,Unsolved,150
2013,December,Surf Coast,Charges laid,240
2013,December,Surf Coast,No charges laid,211
2013,December,Surf Coast,Unsolved,532
2013,December,Swan Hill,Charges laid,708
2013,December,Swan Hill,No charges laid,340
2013,December,Swan Hill,Unsolved,389
2013,December,Towong,Charges laid,76
2013,December,Towong,No charges laid,55
2013,December,Towong,Unsolved,82
2013,December,Wangaratta,Charges laid,691
2013,December,Wangaratta,No charges laid,526
2013,December,Wangaratta,Unsolved,462
2013,December,Warrnambool,Charges laid,833
2013,December,Warrnambool,No charges laid,397
2013,December,Warrnambool,Unsolved,680
2013,December,Wellington,Charges laid,997
2013,December,Wellington,No charges laid,516
2013,December,Wellington,Unsolved,"1,285"
2013,December,West Wimmera,Charges laid,56
2013,December,West Wimmera,No charges laid,28
2013,December,West Wimmera,Unsolved,37
2013,December,Whitehorse,Charges laid,"1,589"
2013,December,Whitehorse,No charges laid,668
2013,December,Whitehorse,Unsolved,"3,544"
2013,December,Whittlesea,Charges laid,"2,781"
2013,December,Whittlesea,No charges laid,"1,230"
2013,December,Whittlesea,Unsolved,"5,975"
2013,December,Wodonga,Charges laid,878
2013,December,Wodonga,No charges laid,307
2013,December,Wodonga,Unsolved,"1,050"
2013,December,Wyndham,Charges laid,"3,430"
2013,December,Wyndham,No charges laid,"1,031"
2013,December,Wyndham,Unsolved,"5,480"
2013,December,Yarra,Charges laid,"2,566"
2013,December,Yarra,No charges laid,"1,510"
2013,December,Yarra,Unsolved,"5,128"
2013,December,Yarra Ranges,Charges laid,"1,715"
2013,December,Yarra Ranges,No charges laid,851
2013,December,Yarra Ranges,Unsolved,"2,487"
2013,December,Yarriambiack,Charges laid,79
2013,December,Yarriambiack,No charges laid,54
2013,December,Yarriambiack,Unsolved,82
2012,December,Alpine,Charges laid,139
2012,December,Alpine,No charges laid,62
2012,December,Alpine,Unsolved,117
2012,December,Ararat,Charges laid,411
2012,December,Ararat,No charges laid,243
2012,December,Ararat,Unsolved,280
2012,December,Ballarat,Charges laid,"2,347"
2012,December,Ballarat,No charges laid,"1,363"
2012,December,Ballarat,Unsolved,"4,469"
2012,December,Banyule,Charges laid,"2,274"
2012,December,Banyule,No charges laid,609
2012,December,Banyule,Unsolved,"2,932"
2012,December,Bass Coast,Charges laid,595
2012,December,Bass Coast,No charges laid,402
2012,December,Bass Coast,Unsolved,851
2012,December,Baw Baw,Charges laid,904
2012,December,Baw Baw,No charges laid,357
2012,December,Baw Baw,Unsolved,872
2012,December,Bayside,Charges laid,724
2012,December,Bayside,No charges laid,407
2012,December,Bayside,Unsolved,"2,373"
2012,December,Benalla,Charges laid,275
2012,December,Benalla,No charges laid,154
2012,December,Benalla,Unsolved,299
2012,December,Boroondara,Charges laid,"1,083"
2012,December,Boroondara,No charges laid,678
2012,December,Boroondara,Unsolved,"4,157"
2012,December,Brimbank,Charges laid,"4,434"
2012,December,Brimbank,No charges laid,"1,581"
2012,December,Brimbank,Unsolved,"9,466"
2012,December,Buloke,Charges laid,94
2012,December,Buloke,No charges laid,45
2012,December,Buloke,Unsolved,97
2012,December,Campaspe,Charges laid,678
2012,December,Campaspe,No charges laid,440
2012,December,Campaspe,Unsolved,"1,115"
2012,December,Cardinia,Charges laid,"1,252"
2012,December,Cardinia,No charges laid,591
2012,December,Cardinia,Unsolved,"1,976"
2012,December,Casey,Charges laid,"3,716"
2012,December,Casey,No charges laid,"2,030"
2012,December,Casey,Unsolved,"6,053"
2012,December,Central Goldfields,Charges laid,269
2012,December,Central Goldfields,No charges laid,196
2012,December,Central Goldfields,Unsolved,306
2012,December,Colac-Otway,Charges laid,357
2012,December,Colac-Otway,No charges laid,272
2012,December,Colac-Otway,Unsolved,554
2012,December,Corangamite,Charges laid,157
2012,December,Corangamite,No charges laid,84
2012,December,Corangamite,Unsolved,302
2012,December,Darebin,Charges laid,"2,700"
2012,December,Darebin,No charges laid,"1,122"
2012,December,Darebin,Unsolved,"5,850"
2012,December,East Gippsland,Charges laid,813
2012,December,East Gippsland,No charges laid,641
2012,December,East Gippsland,Unsolved,"1,213"
2012,December,Frankston,Charges laid,"4,002"
2012,December,Frankston,No charges laid,"2,257"
2012,December,Frankston,Unsolved,"4,279"
2012,December,Gannawarra,Charges laid,199
2012,December,Gannawarra,No charges laid,92
2012,December,Gannawarra,Unsolved,132
2012,December,Glen Eira,Charges laid,982
2012,December,Glen Eira,No charges laid,654
2012,December,Glen Eira,Unsolved,"2,983"
2012,December,Glenelg,Charges laid,346
2012,December,Glenelg,No charges laid,185
2012,December,Glenelg,Unsolved,562
2012,December,Golden Plains,Charges laid,86
2012,December,Golden Plains,No charges laid,38
2012,December,Golden Plains,Unsolved,252
2012,December,Greater Bendigo,Charges laid,"2,092"
2012,December,Greater Bendigo,No charges laid,"1,076"
2012,December,Greater Bendigo,Unsolved,"2,480"
2012,December,Greater Dandenong,Charges laid,"4,409"
2012,December,Greater Dandenong,No charges laid,"2,294"
2012,December,Greater Dandenong,Unsolved,"5,079"
2012,December,Greater Geelong,Charges laid,"3,565"
2012,December,Greater Geelong,No charges laid,"2,008"
2012,December,Greater Geelong,Unsolved,"7,876"
2012,December,Greater Shepparton,Charges laid,"1,734"
2012,December,Greater Shepparton,No charges laid,978
2012,December,Greater Shepparton,Unsolved,"2,112"
2012,December,Hepburn,Charges laid,187
2012,December,Hepburn,No charges laid,57
2012,December,Hepburn,Unsolved,311
2012,December,Hindmarsh,Charges laid,78
2012,December,Hindmarsh,No charges laid,58
2012,December,Hindmarsh,Unsolved,63
2012,December,Hobsons Bay,Charges laid,"1,538"
2012,December,Hobsons Bay,No charges laid,765
2012,December,Hobsons Bay,Unsolved,"3,547"
2012,December,Horsham,Charges laid,661
2012,December,Horsham,No charges laid,298
2012,December,Horsham,Unsolved,457
2012,December,Hume,Charges laid,"3,809"
2012,December,Hume,No charges laid,"1,546"
2012,December,Hume,Unsolved,"6,633"
2012,December,Indigo,Charges laid,99
2012,December,Indigo,No charges laid,102
2012,December,Indigo,Unsolved,182
2012,December,Kingston,Charges laid,"2,408"
2012,December,Kingston,No charges laid,"1,204"
2012,December,Kingston,Unsolved,"3,869"
2012,December,Knox,Charges laid,"2,177"
2012,December,Knox,No charges laid,"1,012"
2012,December,Knox,Unsolved,"3,663"
2012,December,Latrobe,Charges laid,"3,281"
2012,December,Latrobe,No charges laid,"1,315"
2012,December,Latrobe,Unsolved,"2,860"
2012,December,Loddon,Charges laid,118
2012,December,Loddon,No charges laid,75
2012,December,Loddon,Unsolved,140
2012,December,Macedon Ranges,Charges laid,403
2012,December,Macedon Ranges,No charges laid,223
2012,December,Macedon Ranges,Unsolved,693
2012,December,Manningham,Charges laid,804
2012,December,Manningham,No charges laid,453
2012,December,Manningham,Unsolved,"1,667"
2012,December,Mansfield,Charges laid,75
2012,December,Mansfield,No charges laid,64
2012,December,Mansfield,Unsolved,115
2012,December,Maribyrnong,Charges laid,"2,239"
2012,December,Maribyrnong,No charges laid,"1,148"
2012,December,Maribyrnong,Unsolved,"4,088"
2012,December,Maroondah,Charges laid,"1,972"
2012,December,Maroondah,No charges laid,745
2012,December,Maroondah,Unsolved,"2,502"
2012,December,Melbourne,Charges laid,"7,480"
2012,December,Melbourne,No charges laid,"7,230"
2012,December,Melbourne,Unsolved,"10,036"
2012,December,Melton,Charges laid,"1,773"
2012,December,Melton,No charges laid,702
2012,December,Melton,Unsolved,"4,451"
2012,December,Mildura,Charges laid,"1,570"
2012,December,Mildura,No charges laid,"1,043"
2012,December,Mildura,Unsolved,"1,982"
2012,December,Mitchell,Charges laid,732
2012,December,Mitchell,No charges laid,397
2012,December,Mitchell,Unsolved,832
2012,December,Moira,Charges laid,310
2012,December,Moira,No charges laid,222
2012,December,Moira,Unsolved,526
2012,December,Monash,Charges laid,"1,461"
2012,December,Monash,No charges laid,657
2012,December,Monash,Unsolved,"4,408"
2012,December,Moonee Valley,Charges laid,"1,862"
2012,December,Moonee Valley,No charges laid,"1,125"
2012,December,Moonee Valley,Unsolved,"3,975"
2012,December,Moorabool,Charges laid,358
2012,December,Moorabool,No charges laid,194
2012,December,Moorabool,Unsolved,800
2012,December,Moreland,Charges laid,"2,122"
2012,December,Moreland,No charges laid,"1,148"
2012,December,Moreland,Unsolved,"6,543"
2012,December,Mornington Peninsula,Charges laid,"2,143"
2012,December,Mornington Peninsula,No charges laid,"1,505"
2012,December,Mornington Peninsula,Unsolved,"3,707"
2012,December,Mount Alexander,Charges laid,219
2012,December,Mount Alexander,No charges laid,113
2012,December,Mount Alexander,Unsolved,302
2012,December,Moyne,Charges laid,154
2012,December,Moyne,No charges laid,119
2012,December,Moyne,Unsolved,264
2012,December,Murrindindi,Charges laid,160
2012,December,Murrindindi,No charges laid,108
2012,December,Murrindindi,Unsolved,189
2012,December,Nillumbik,Charges laid,401
2012,December,Nillumbik,No charges laid,208
2012,December,Nillumbik,Unsolved,845
2012,December,Northern Grampians,Charges laid,304
2012,December,Northern Grampians,No charges laid,148
2012,December,Northern Grampians,Unsolved,202
2012,December,Port Phillip,Charges laid,"2,092"
2012,December,Port Phillip,No charges laid,"1,887"
2012,December,Port Phillip,Unsolved,"4,858"
2012,December,Pyrenees,Charges laid,72
2012,December,Pyrenees,No charges laid,33
2012,December,Pyrenees,Unsolved,143
2012,December,Queenscliffe,Charges laid,23
2012,December,Queenscliffe,No charges laid,14
2012,December,Queenscliffe,Unsolved,74
2012,December,South Gippsland,Charges laid,380
2012,December,South Gippsland,No charges laid,185
2012,December,South Gippsland,Unsolved,370
2012,December,Southern Grampians,Charges laid,295
2012,December,Southern Grampians,No charges laid,207
2012,December,Southern Grampians,Unsolved,298
2012,December,Stonnington,Charges laid,"1,682"
2012,December,Stonnington,No charges laid,"1,390"
2012,December,Stonnington,Unsolved,"4,219"
2012,December,Strathbogie,Charges laid,133
2012,December,Strathbogie,No charges laid,88
2012,December,Strathbogie,Unsolved,158
2012,December,Surf Coast,Charges laid,244
2012,December,Surf Coast,No charges laid,216
2012,December,Surf Coast,Unsolved,715
2012,December,Swan Hill,Charges laid,669
2012,December,Swan Hill,No charges laid,330
2012,December,Swan Hill,Unsolved,382
2012,December,Towong,Charges laid,74
2012,December,Towong,No charges laid,34
2012,December,Towong,Unsolved,88
2012,December,Wangaratta,Charges laid,722
2012,December,Wangaratta,No charges laid,512
2012,December,Wangaratta,Unsolved,503
2012,December,Warrnambool,Charges laid,685
2012,December,Warrnambool,No charges laid,491
2012,December,Warrnambool,Unsolved,651
2012,December,Wellington,Charges laid,965
2012,December,Wellington,No charges laid,459
2012,December,Wellington,Unsolved,"1,438"
2012,December,West Wimmera,Charges laid,54
2012,December,West Wimmera,No charges laid,28
2012,December,West Wimmera,Unsolved,51
2012,December,Whitehorse,Charges laid,"1,298"
2012,December,Whitehorse,No charges laid,686
2012,December,Whitehorse,Unsolved,"3,599"
2012,December,Whittlesea,Charges laid,"2,547"
2012,December,Whittlesea,No charges laid,"1,088"
2012,December,Whittlesea,Unsolved,"6,214"
2012,December,Wodonga,Charges laid,"1,012"
2012,December,Wodonga,No charges laid,393
2012,December,Wodonga,Unsolved,"1,198"
2012,December,Wyndham,Charges laid,"2,784"
2012,December,Wyndham,No charges laid,"1,186"
2012,December,Wyndham,Unsolved,"7,096"
2012,December,Yarra,Charges laid,"2,368"
2012,December,Yarra,No charges laid,"1,549"
2012,December,Yarra,Unsolved,"5,282"
2012,December,Yarra Ranges,Charges laid,"1,573"
2012,December,Yarra Ranges,No charges laid,856
2012,December,Yarra Ranges,Unsolved,"2,787"
2012,December,Yarriambiack,Charges laid,124
2012,December,Yarriambiack,No charges laid,59
2012,December,Yarriambiack,Unsolved,91
2011,December,Alpine,Charges laid,112
2011,December,Alpine,No charges laid,63
2011,December,Alpine,Unsolved,103
2011,December,Ararat,Charges laid,275
2011,December,Ararat,No charges laid,185
2011,December,Ararat,Unsolved,342
2011,December,Ballarat,Charges laid,"2,131"
2011,December,Ballarat,No charges laid,"1,246"
2011,December,Ballarat,Unsolved,"4,802"
2011,December,Banyule,Charges laid,"1,886"
2011,December,Banyule,No charges laid,646
2011,December,Banyule,Unsolved,"3,071"
2011,December,Bass Coast,Charges laid,538
2011,December,Bass Coast,No charges laid,331
2011,December,Bass Coast,Unsolved,732
2011,December,Baw Baw,Charges laid,688
2011,December,Baw Baw,No charges laid,314
2011,December,Baw Baw,Unsolved,730
2011,December,Bayside,Charges laid,668
2011,December,Bayside,No charges laid,346
2011,December,Bayside,Unsolved,"1,990"
2011,December,Benalla,Charges laid,271
2011,December,Benalla,No charges laid,122
2011,December,Benalla,Unsolved,367
2011,December,Boroondara,Charges laid,865
2011,December,Boroondara,No charges laid,578
2011,December,Boroondara,Unsolved,"3,822"
2011,December,Brimbank,Charges laid,"3,529"
2011,December,Brimbank,No charges laid,"1,502"
2011,December,Brimbank,Unsolved,"9,265"
2011,December,Buloke,Charges laid,69
2011,December,Buloke,No charges laid,47
2011,December,Buloke,Unsolved,105
2011,December,Campaspe,Charges laid,559
2011,December,Campaspe,No charges laid,346
2011,December,Campaspe,Unsolved,990
2011,December,Cardinia,Charges laid,"1,021"
2011,December,Cardinia,No charges laid,562
2011,December,Cardinia,Unsolved,"1,763"
2011,December,Casey,Charges laid,"3,128"
2011,December,Casey,No charges laid,"1,960"
2011,December,Casey,Unsolved,"5,856"
2011,December,Central Goldfields,Charges laid,268
2011,December,Central Goldfields,No charges laid,147
2011,December,Central Goldfields,Unsolved,262
2011,December,Colac-Otway,Charges laid,368
2011,December,Colac-Otway,No charges laid,229
2011,December,Colac-Otway,Unsolved,493
2011,December,Corangamite,Charges laid,159
2011,December,Corangamite,No charges laid,90
2011,December,Corangamite,Unsolved,273
2011,December,Darebin,Charges laid,"2,480"
2011,December,Darebin,No charges laid,"1,052"
2011,December,Darebin,Unsolved,"6,051"
2011,December,East Gippsland,Charges laid,712
2011,December,East Gippsland,No charges laid,625
2011,December,East Gippsland,Unsolved,"1,162"
2011,December,Frankston,Charges laid,"3,065"
2011,December,Frankston,No charges laid,"1,872"
2011,December,Frankston,Unsolved,"4,308"
2011,December,Gannawarra,Charges laid,175
2011,December,Gannawarra,No charges laid,102
2011,December,Gannawarra,Unsolved,167
2011,December,Glen Eira,Charges laid,975
2011,December,Glen Eira,No charges laid,541
2011,December,Glen Eira,Unsolved,"2,886"
2011,December,Glenelg,Charges laid,386
2011,December,Glenelg,No charges laid,211
2011,December,Glenelg,Unsolved,638
2011,December,Golden Plains,Charges laid,65
2011,December,Golden Plains,No charges laid,24
2011,December,Golden Plains,Unsolved,207
2011,December,Greater Bendigo,Charges laid,"1,722"
2011,December,Greater Bendigo,No charges laid,871
2011,December,Greater Bendigo,Unsolved,"2,456"
2011,December,Greater Dandenong,Charges laid,"4,105"
2011,December,Greater Dandenong,No charges laid,"2,085"
2011,December,Greater Dandenong,Unsolved,"4,812"
2011,December,Greater Geelong,Charges laid,"2,961"
2011,December,Greater Geelong,No charges laid,"1,669"
2011,December,Greater Geelong,Unsolved,"7,864"
2011,December,Greater Shepparton,Charges laid,"1,669"
2011,December,Greater Shepparton,No charges laid,890
2011,December,Greater Shepparton,Unsolved,"2,443"
2011,December,Hepburn,Charges laid,112
2011,December,Hepburn,No charges laid,65
2011,December,Hepburn,Unsolved,326
2011,December,Hindmarsh,Charges laid,62
2011,December,Hindmarsh,No charges laid,46
2011,December,Hindmarsh,Unsolved,64
2011,December,Hobsons Bay,Charges laid,"1,199"
2011,December,Hobsons Bay,No charges laid,630
2011,December,Hobsons Bay,Unsolved,"2,914"
2011,December,Horsham,Charges laid,521
2011,December,Horsham,No charges laid,251
2011,December,Horsham,Unsolved,459
2011,December,Hume,Charges laid,"3,178"
2011,December,Hume,No charges laid,"1,481"
2011,December,Hume,Unsolved,"6,353"
2011,December,Indigo,Charges laid,106
2011,December,Indigo,No charges laid,81
2011,December,Indigo,Unsolved,183
2011,December,Kingston,Charges laid,"2,159"
2011,December,Kingston,No charges laid,"1,060"
2011,December,Kingston,Unsolved,"3,490"
2011,December,Knox,Charges laid,"1,842"
2011,December,Knox,No charges laid,938
2011,December,Knox,Unsolved,"3,193"
2011,December,Latrobe,Charges laid,"2,828"
2011,December,Latrobe,No charges laid,"1,109"
2011,December,Latrobe,Unsolved,"2,848"
2011,December,Loddon,Charges laid,111
2011,December,Loddon,No charges laid,59
2011,December,Loddon,Unsolved,161
2011,December,Macedon Ranges,Charges laid,294
2011,December,Macedon Ranges,No charges laid,255
2011,December,Macedon Ranges,Unsolved,618
2011,December,Manningham,Charges laid,773
2011,December,Manningham,No charges laid,430
2011,December,Manningham,Unsolved,"1,601"
2011,December,Mansfield,Charges laid,74
2011,December,Mansfield,No charges laid,68
2011,December,Mansfield,Unsolved,107
2011,December,Maribyrnong,Charges laid,"1,891"
2011,December,Maribyrnong,No charges laid,959
2011,December,Maribyrnong,Unsolved,"4,131"
2011,December,Maroondah,Charges laid,"1,809"
2011,December,Maroondah,No charges laid,717
2011,December,Maroondah,Unsolved,"2,253"
2011,December,Melbourne,Charges laid,"6,906"
2011,December,Melbourne,No charges laid,"6,869"
2011,December,Melbourne,Unsolved,"9,881"
2011,December,Melton,Charges laid,"1,323"
2011,December,Melton,No charges laid,610
2011,December,Melton,Unsolved,"4,132"
2011,December,Mildura,Charges laid,"1,471"
2011,December,Mildura,No charges laid,"1,073"
2011,December,Mildura,Unsolved,"1,934"
2011,December,Mitchell,Charges laid,706
2011,December,Mitchell,No charges laid,373
2011,December,Mitchell,Unsolved,737
2011,December,Moira,Charges laid,395
2011,December,Moira,No charges laid,241
2011,December,Moira,Unsolved,540
2011,December,Monash,Charges laid,"1,283"
2011,December,Monash,No charges laid,630
2011,December,Monash,Unsolved,"4,562"
2011,December,Moonee Valley,Charges laid,"1,515"
2011,December,Moonee Valley,No charges laid,877
2011,December,Moonee Valley,Unsolved,"3,637"
2011,December,Moorabool,Charges laid,286
2011,December,Moorabool,No charges laid,185
2011,December,Moorabool,Unsolved,623
2011,December,Moreland,Charges laid,"1,878"
2011,December,Moreland,No charges laid,"1,007"
2011,December,Moreland,Unsolved,"6,010"
2011,December,Mornington Peninsula,Charges laid,"1,851"
2011,December,Mornington Peninsula,No charges laid,"1,328"
2011,December,Mornington Peninsula,Unsolved,"3,808"
2011,December,Mount Alexander,Charges laid,280
2011,December,Mount Alexander,No charges laid,125
2011,December,Mount Alexander,Unsolved,321
2011,December,Moyne,Charges laid,127
2011,December,Moyne,No charges laid,85
2011,December,Moyne,Unsolved,229
2011,December,Murrindindi,Charges laid,129
2011,December,Murrindindi,No charges laid,121
2011,December,Murrindindi,Unsolved,178
2011,December,Nillumbik,Charges laid,332
2011,December,Nillumbik,No charges laid,207
2011,December,Nillumbik,Unsolved,919
2011,December,Northern Grampians,Charges laid,299
2011,December,Northern Grampians,No charges laid,185
2011,December,Northern Grampians,Unsolved,303
2011,December,Port Phillip,Charges laid,"1,957"
2011,December,Port Phillip,No charges laid,"1,655"
2011,December,Port Phillip,Unsolved,"4,642"
2011,December,Pyrenees,Charges laid,37
2011,December,Pyrenees,No charges laid,21
2011,December,Pyrenees,Unsolved,151
2011,December,Queenscliffe,Charges laid,14
2011,December,Queenscliffe,No charges laid,10
2011,December,Queenscliffe,Unsolved,68
2011,December,South Gippsland,Charges laid,297
2011,December,South Gippsland,No charges laid,154
2011,December,South Gippsland,Unsolved,406
2011,December,Southern Grampians,Charges laid,299
2011,December,Southern Grampians,No charges laid,214
2011,December,Southern Grampians,Unsolved,346
2011,December,Stonnington,Charges laid,"1,389"
2011,December,Stonnington,No charges laid,"1,333"
2011,December,Stonnington,Unsolved,"4,084"
2011,December,Strathbogie,Charges laid,111
2011,December,Strathbogie,No charges laid,50
2011,December,Strathbogie,Unsolved,186
2011,December,Surf Coast,Charges laid,156
2011,December,Surf Coast,No charges laid,200
2011,December,Surf Coast,Unsolved,643
2011,December,Swan Hill,Charges laid,589
2011,December,Swan Hill,No charges laid,310
2011,December,Swan Hill,Unsolved,434
2011,December,Towong,Charges laid,46
2011,December,Towong,No charges laid,42
2011,December,Towong,Unsolved,73
2011,December,Wangaratta,Charges laid,603
2011,December,Wangaratta,No charges laid,545
2011,December,Wangaratta,Unsolved,542
2011,December,Warrnambool,Charges laid,599
2011,December,Warrnambool,No charges laid,457
2011,December,Warrnambool,Unsolved,771
2011,December,Wellington,Charges laid,757
2011,December,Wellington,No charges laid,371
2011,December,Wellington,Unsolved,"1,181"
2011,December,West Wimmera,Charges laid,34
2011,December,West Wimmera,No charges laid,20
2011,December,West Wimmera,Unsolved,46
2011,December,Whitehorse,Charges laid,"1,325"
2011,December,Whitehorse,No charges laid,557
2011,December,Whitehorse,Unsolved,"3,330"
2011,December,Whittlesea,Charges laid,"2,013"
2011,December,Whittlesea,No charges laid,"1,073"
2011,December,Whittlesea,Unsolved,"5,672"
2011,December,Wodonga,Charges laid,823
2011,December,Wodonga,No charges laid,392
2011,December,Wodonga,Unsolved,"1,168"
2011,December,Wyndham,Charges laid,"1,983"
2011,December,Wyndham,No charges laid,"1,022"
2011,December,Wyndham,Unsolved,"6,634"
2011,December,Yarra,Charges laid,"2,370"
2011,December,Yarra,No charges laid,"1,281"
2011,December,Yarra,Unsolved,"5,067"
2011,December,Yarra Ranges,Charges laid,"1,453"
2011,December,Yarra Ranges,No charges laid,789
2011,December,Yarra Ranges,Unsolved,"2,540"
2011,December,Yarriambiack,Charges laid,94
2011,December,Yarriambiack,No charges laid,65
2011,December,Yarriambiack,Unsolved,126
